Company name;First name;Last name;Website;Email address;Country;City;Province/State;Phone number;Niche
Absolute Consulting;;;http://www.leakmoldrepair.com/;;US;Long Beach;California;(562) 352-0602;Mold Remediation
iSanitize USA - CA;;;http://isanitizeusa.com/;;US;Long Beach;California;;Mold Remediation
Unlimited Environmental, Inc.;;;http://www.ueiteam.com/;;US;Long Beach;California;(562) 981-6600;Mold Remediation
Matrix Environmental, Inc.;;;https://www.matrixla.net/;;US;Long Beach;California;(562) 236-2704;Mold Remediation
Mida Industries;;;http://www.midaindustries.com/contactus.html;;US;Long Beach;California;(800) 698-6668;Mold Remediation
Southern Comfort;;;https://southerncomfortwaterdamagerestoration.com/;;US;Long Beach;California;(562) 284-2041;Mold Remediation
Hydro Hero;;;https://www.servpro.com/locations/ca/servpro-of-west-oakland;;US;Oakland;California;(510) 588-3032;Mold Remediation
BluCAL;;;http://www.blucalinc.com/;;US;Oakland;California;(415) 578-4848;Mold Remediation
Reactic Restoration;;;https://reacticrestoration.com/oakland;;US;Oakland;California;(510) 283-0057;Mold Remediation
National Response Team;;;https://www.waterfirepros.com/;;US;Oakland;California;(888) 760-2760;Mold Remediation
Asbestos Management Group-Ca;;;http://www.amgofca.com/;;US;Emeryville;California;(510) 654-8441;Mold Remediation
Damp Solving Water & Mold;;;https://dampsolving.com/oakland-ca/?utm_source=google&utm_medium=organic&utm_campaign=gbp;;US;Oakland;California;(510) 775-6911;Mold Remediation
Bay Restorators;;;http://bayrestorators.com/;;US;Oakland;California;(510) 534-6647;Mold Remediation
Attic Pros;;;https://www.atticprosinc.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp;;US;Oakland;California;(800) 543-0382;Mold Remediation
Mycodry;;;http://mycodry.com/contact/;;US;Oakland;California;(510) 482-4545;Mold Remediation
All Seasons Construction;;;http://www.all-seasons-construction.com/;;US;Oakland;California;(510) 652-2221;Mold Remediation
Water Mold Fire Restoration of San Francisco;;;https://watermoldfire.net/san-francisco-ca/;;USA;;;(415) 404-9145;Mold Remediation
BAMS Specialty Services;;;https://bamspeciatyservices.com/;;US;Oakland;California;(510) 340-8808;Mold Remediation
Breathable;;;http://www.breathable.com/;;US;Oakland;California;(510) 775-0086;Mold Remediation
City Wide Facility Solutions - Oakland;;;https://gocitywide.com/oakland;;US;Oakland;California;(510) 853-7135;Mold Remediation
Elite Roofing & Waterproofing;;;http://www.eliteroofw.com/;;US;Oakland;California;(510) 878-2026;Mold Remediation
Flora Vents Cleaning;;;https://floradryerventcleaning.com/;;US;Oakland;California;(510) 591-0756;Mold Remediation
“Genuine” Handyman Services LLC;;;http://genuinehandymanservices.com/;;US;Oakland;California;(773) 872-9066;Mold Remediation
Hinkle Damage Restoration;;;https://hinkledamagerestoration.com/?utm_campaign=gmb;;USA;;;(510) 714-3391;Mold Remediation
ACC Environmental Consultants;;;https://www.accenv.com/;;US;Oakland;California;(510) 638-8400;Mold Remediation
Sparkling Carpets Cleaning;;;http://www.sparklingcarpets.com/;;US;Oakland;California;(510) 943-5870;Mold Remediation
Landers Drywall;;;https://www.landersdrywall.net/;;US;Oakland;California;(510) 750-2907;Mold Remediation
The Clorox Company;;;https://www.thecloroxcompany.com/;;US;Oakland;California;(510) 271-7000;Mold Remediation
Bayview Environmental Services, Inc.;;;https://www.bayviewservices.com/;;USA;;;(510) 562-6181;Mold Remediation
XLNC Auto Beauty;;;http://xlncautobeautyca.com/;;US;Oakland;California;(510) 467-8404;Mold Remediation
Certified Mold Removal Inspection and Testing Minneapolis MN;;;https://certifiedmoldremovalminneapolis.com/;;US;Minneapolis;Minnesota;(612) 367-7767;Mold Remediation
SERVPRO of Minneapolis SE;;;https://www.servpro.com/locations/mn/servpro-of-minneapolis-se?utm_medium=organic&utm_source=gbp;;US;Minneapolis;Minnesota;(612) 655-0115;Mold Remediation
Water;;;https://minneapoliswaterdamagerestorations.com/;;US;Minneapolis;Minnesota;(651) 362-1550;Mold Remediation
SERVPRO of Downtown Minneapolis/Team Bates & Hogan;;;https://www.servpro.com/locations/mn/servpro-of-downtown-minneapolis-team-bates-hogan?utm_medium=organic&utm_source=gbp;;US;Minneapolis;Minnesota;(612) 223-6269;Mold Remediation
SERVPRO of Minneapolis;;;https://www.servpro.com/?y_source=1_MjAzNTU2Mzg5MS03MTUtbG9jYXRpb24ud2Vic2l0ZQ==;;US;Minneapolis;Minnesota;(612) 746-7761;Mold Remediation
SERVPRO of Downtown Minneapolis/Team Clemente;;;https://www.servpro.com/locations/mn/servpro-of-downtown-minneapolis-team-clemente?utm_medium=organic&utm_source=gbp;;US;Minneapolis;Minnesota;(651) 564-9277;Mold Remediation
Service Restoration Water Damage & Fire Repair Minneapolis;;;https://servicerestoration.com/water-damage-restoration-in-minneapolis-minnesota/?utm_source=gmb&utm_medium=local;;US;Minneapolis;Minnesota;(612) 260-2500;Mold Remediation
Water Damage Pro;;;https://repairdamagepro.com/;;US;Minneapolis;Minnesota;(612) 400-8523;Mold Remediation
Minneapolis Water Damage Specialist 24/7 - MN Water, Mold & Fire Restoration;;;https://minneapoliswaterdamagespecialist247.com/;;US;Minneapolis;Minnesota;(612) 255-7799;Mold Remediation
Junk Genius;;;https://httpswwwjunkremovalnowcom.simplybook.it/;;US;Minneapolis;Minnesota;(612) 444-5865;Mold Remediation
Surface Renew;;;https://surfacerenew.net/?utm_campaign=gmb;;US;Minneapolis;Minnesota;(952) 260-7764;Mold Remediation
KNO Woodworks;;;https://www.knowoodworks.com/?utm_source=GMBlisting&utm_medium=organic;;US;Minneapolis;Minnesota;(612) 226-5172;Mold Remediation
Water Damage Minneapolis;;;https://www.waterdamageminneapolis.us/;;US;Minneapolis;Minnesota;(763) 242-2103;Mold Remediation
First Response Restoration, Water Damage Minneapolis Specialist;;;https://www.waterdamagempls.com/;;US;Minneapolis;Minnesota;(612) 824-0288;Mold Remediation
SERVPRO of Minneapolis South Central;;;https://www.servpro.com/locations/mn/servpro-of-minneapolis-south-central?utm_medium=organic&utm_source=gbp;;USA;;;(952) 426-4847;Mold Remediation
Integrity Inspections LLC;;;https://www.facebook.com/IntegrityInspectionsMpls/;;US;Minneapolis;Minnesota;(612) 366-8921;Mold Remediation
SERVPRO of Downtown Minneapolis/Team Nitzsche;;;https://www.servpro.com/locations/mn/servpro-of-downtown-minneapolis-team-nitzsche?utm_medium=organic&utm_source=gbp;;US;Minneapolis;Minnesota;(612) 235-4243;Mold Remediation
SERVPRO of Downtown Minneapolis / Team Hickman;;;https://www.servpro.com/?y_source=1_MjAzNTU2MzEwMC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D;;US;Minneapolis;Minnesota;(612) 346-0734;Mold Remediation
StinkInc - Environmental Specialists;;;https://stinkinc.com/;;USA;;;(612) 354-4498;Mold Remediation
Bedrock Restoration of Edina;;;https://bedrockrestoration.com/location/edina-mn/;;USA;;;(612) 230-9207;Mold Remediation
Service Restoration Edina;;;http://servicerestoration.com/edina-mn/;;USA;;;(952) 522-9444;Mold Remediation
Drew Gardner Concrete and Waterproofing;;;http://www.drewgardnerconcrete.com/;;US;Minneapolis;Minnesota;(651) 331-6749;Mold Remediation
EnviroBate Inc.;;;https://envirobate.com/;;US;Minneapolis;Minnesota;(612) 729-1080;Mold Remediation
Commercial Cleaning Contractors;;;https://ccccleans.com/;;US;Minneapolis;Minnesota;(612) 217-8653;Mold Remediation
HepaVac Duct Cleaning;;;http://hepavacductcleaning.com/;;US;Minneapolis;Minnesota;(612) 455-0818;Mold Remediation
Bakersfield Mold Removal & Restoration;;;http://bakersfieldmoldremovalandrestoration.top/;;US;Bakersfield;California;(661) 261-0551;Mold Remediation
ServiceMaster At Bakersfield;;;http://www.servicemasterrestore.com/servicemaster-at-bakersfield;;US;Bakersfield;California;(661) 324-4063;Mold Remediation
SERVPRO of SW Bakersfield;;;https://www.servpro.com/locations/ca/servpro-of-sw-bakersfield?utm_medium=organic&utm_source=gbp;;US;Bakersfield;California;(661) 326-8422;Mold Remediation
ServiceMaster on Call;;;http://www.servicemasterrestore.com/servicemaster-on-call;;US;Bakersfield;California;(661) 403-4885;Mold Remediation
A.S.I., Inc. Insulation & Abatement;;;https://asi-inc.net/;;US;Bakersfield;California;(661) 327-2900;Mold Remediation
Fixodem;;;https://fixodem.com/areas/bakersfield/;;US;Bakersfield;California;(661) 468-9961;Mold Remediation
Altsuisto Water restoration;;;https://altsuistowaterrestoration.com/cities/bakersfield;;US;Bakersfield;California;(661) 499-3442;Mold Remediation
Performance Contracting Inc;;;https://www.performancecontracting.com/;;US;Bakersfield;California;(661) 203-5863;Mold Remediation
Central California King of Clean LLC;;;https://cckingofcleanllccarpet.com/;;USA;;;(661) 427-9081;Mold Remediation
A1 Restoration;;;http://a1restorationteam.com/bakersfield;;USA;;;(661) 486-8386;Mold Remediation
Cisneros Brothers Plumbing, Water Damage Restoration & Flood Services;;;https://www.855gotclog.com/bakersfield/?utm_source=google&utm_medium=search_engine&utm_campaign=gmb;;US;Bakersfield;California;(661) 768-0616;Mold Remediation
Monarch Air Conditioning, Heating & Electrical;;;https://www.monarchhomeexperts.com/;;US;Bakersfield;California;(661) 237-7779;Mold Remediation
Contractors State License Schools;;;https://contractorexamschools.com/;;US;Bakersfield;California;(661) 321-3210;Mold Remediation
Built Right Home Inspection;;;http://www.builtrighthi.com/;;US;Bakersfield;California;(661) 377-7777;Mold Remediation
JLH Construction;;;http://jlhconstructioninc.com/;;US;Bakersfield;California;(661) 588-9130;Mold Remediation
Bakersfield | Plumbing Repairs;;;https://www.bakersfieldplumbingpros.com/contact-page;;US;Bakersfield;California;(661) 235-0804;Mold Remediation
1-800-BOARDUP of Kern County;;;https://1-800boardup.com/board-up-kern-county-ca/;;US;Bakersfield;California;(800) 262-7387;Mold Remediation
Golden Empire Construction Co, Inc.;;;https://goldenempirecc.com/;;US;Bakersfield;California;(661) 588-2477;Mold Remediation
Environment Control Building;;;https://www.environmentcontrol.com/;;US;Bakersfield;California;(661) 833-0488;Mold Remediation
1-800 WATER DAMAGE of Bakersfield;;;https://www.1800waterdamage.com/bakersfield/;;USA;;;(661) 554-4747;Mold Remediation
All American Restoration Tulsa;;;https://tulsarestoration.com/;;US;Tulsa;Oklahoma;(918) 628-1403;Mold Remediation
NRC Fire-Storm-Water-Mold Cleanup;;;http://nationwiderestoration.net/;;US;Tulsa;Oklahoma;(918) 378-8585;Mold Remediation
Moldman Oklahoma;;;https://www.moldmanusa.com/locations/ok/oklahoma/?utm_source=google&utm_medium=organic&utm_campaign=gmb-page-link;;US;Tulsa;Oklahoma;(918) 600-6653;Mold Remediation
RestoPros of Tulsa;;;https://www.restopros.co/ok-tulsa/;;US;Tulsa;Oklahoma;(918) 926-3227;Mold Remediation
All Dry Services;;;https://www.myalldry.com/tulsa-oklahoma/;;US;Tulsa;Oklahoma;(918) 999-0379;Mold Remediation
Oklahoma Disaster Restoration;;;https://okdisaster.com/;;US;Tulsa;Oklahoma;(918) 622-7641;Mold Remediation
Restoration 1 of Tulsa;;;https://restoration1oftulsa.com/;;US;Tulsa;Oklahoma;(918) 517-8591;Mold Remediation
DMI;;;http://dmirestore.com/;;US;Tulsa;Oklahoma;(918) 378-2437;Mold Remediation
Reset Restoration;;;http://www.resetrestoration.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb;;US;Tulsa;Oklahoma;(918) 887-3324;Mold Remediation
Cox Environmental;;;http://www.coxenvironmental.com/;;US;Tulsa;Oklahoma;(918) 394-3202;Mold Remediation
BMS CAT Tulsa;;;https://www.bmscat.com/locations/tulsa/?utm_source=google&utm_medium=organic&utm_campaign=gmb-homepage;;US;Tulsa;Oklahoma;(918) 393-2753;Mold Remediation
Cleaning Restoration Services;;;https://crsoftulsa.com/;;US;Tulsa;Oklahoma;(918) 710-0609;Mold Remediation
Paul Davis Restoration of Tulsa Ok;;;https://tulsa.pauldavis.com/;;US;Tulsa;Oklahoma;(918) 663-5848;Mold Remediation
All-Star Disaster, Inc.;;;http://www.allstardr.com/;;US;Tulsa;Oklahoma;(918) 347-4640;Mold Remediation
Burggraf Disaster Restoration;;;https://www.burggrafrestoration.com/;;US;Tulsa;Oklahoma;(918) 584-3737;Mold Remediation
Content Recovery Specialists of Tulsa, OK;;;https://www.crspackout.com/tulsa/;;US;Tulsa;Oklahoma;(918) 200-9222;Mold Remediation
Ready Services, LLC;;;http://www.rsmtulsa.com/;;US;Tulsa;Oklahoma;(918) 706-3743;Mold Remediation
Sapphire Window Cleaning LLC;;;https://sapphirewindowcleaning.com/;;US;Tulsa;Oklahoma;(888) 881-8087;Mold Remediation
MOLD911 - Midwest Mold Remediation, LLC;;;http://www.caroofingconstruction.com/;;US;Tulsa;Oklahoma;(888) 665-3405;Mold Remediation
Formel Mold Testing;;;https://formelmoldtesting.com/locations/tulsa;;US;Tulsa;Oklahoma;(918) 351-2004;Mold Remediation
Ablaxe Water Damage;;;http://ablaxewaterdamage.com/cities/tulsa/;;US;Tulsa;Oklahoma;(539) 212-2085;Mold Remediation
RestoreMasters Contracting LLC - Tulsa;;;https://www.restoremastersllc.com/;;US;Tulsa;Oklahoma;(800) 400-7663;Mold Remediation
ServiceMaster Restoration by RSI - Tulsa;;;http://www.servicemasterrestore.com/servicemaster-restoration-by-rsi-tulsa;;US;Tulsa;Oklahoma;(918) 416-6833;Mold Remediation
SERVPRO of North Tulsa County;;;https://www.servpro.com/locations/ok/servpro-of-north-tulsa-county?utm_medium=organic&utm_source=gbp;;USA;;;(918) 371-0222;Mold Remediation
PCC Cleaning & Restoration;;;https://pcccleaningandrestoration.com/?utm_source=gbp_listing&utm_medium=organic;;US;Tulsa;Oklahoma;(918) 221-6496;Mold Remediation
Liberty Occupational Health Management;;;http://libertyohm.com/;;US;Tulsa;Oklahoma;(918) 742-1567;Mold Remediation
